# lag rho tau_int_running
       0       1.0000000000       0.5000000000
       1       0.6309131331       1.1309131331
       2       0.2616476057       1.3925607388
       3       0.2370967754       1.6296575142
       4       0.2127578258       1.8424153399
       5       0.2042048132       2.0466201531
       6       0.1956152668       2.2422354200
       7       0.1925891544       2.4348245743
       8       0.1895712687       2.6243958430
       9       0.1892600722       2.8136559152
      10       0.1890145048       3.0026704200
      11       0.1886074963       3.1912779163
      12       0.1882176848       3.3794956011
      13       0.1834935189       3.5629891200
      14       0.1787296729       3.7417187929
      15       0.1781386432       3.9198574361
      16       0.1775307163       4.0973881524
      17       0.1778150904       4.2752032429
      18       0.1781188066       4.4533220495
      19       0.1804010388       4.6337230883
      20       0.1826738277       4.8163969160
      21       0.1803461210       4.9967430370
      22       0.1779671512       5.1747101881
      23       0.1761195464       5.3508297345
      24       0.1743456295       5.5251753640
      25       0.1782379584       5.7034133225
      26       0.1821140306       5.8855273530
      27       0.1758343300       6.0613616830
      28       0.1695832182       6.2309449012
      29       0.1672128271       6.3981577283
      30       0.1648477252       6.5630054535
      31       0.1682841539       6.7312896074
      32       0.1717019760       6.9029915834
      33       0.1686861957       7.0716777791
      34       0.1656364958       7.2373142749
      35       0.1617154951       7.3990297700
      36       0.1578154178       7.5568451877
      37       0.1617742040       7.7186193918
      38       0.1657061520       7.8843255438
      39       0.1661338028       8.0504593466
      40       0.1666242010       8.2170835476
      41       0.1638748499       8.3809583975
      42       0.1610484572       8.5420068547
      43       0.1617294974       8.7037363521
      44       0.1624240565       8.8661604086
      45       0.1646482157       9.0308086243
      46       0.1668501056       9.1976587300
      47       0.1604066702       9.3580654001
      48       0.1539941718       9.5120595720
      49       0.1556573372       9.6677169092
      50       0.1572976720       9.8250145812
      51       0.1616793324       9.9866939136
      52       0.1660601100      10.1527540236
      53       0.1614416380      10.3141956616
      54       0.1568635105      10.4710591722
      55       0.1616443675      10.6327035396
      56       0.1665025465      10.7992060861
      57       0.1615272982      10.9607333843
      58       0.1564514085      11.1171847928
      59       0.1552928238      11.2724776166
      60       0.1542108868      11.4266885034
      61       0.1528188208      11.5795073241
      62       0.1513687069      11.7308760311
      63       0.1526223478      11.8834983789
      64       0.1538767939      12.0373751728
      65       0.1536708316      12.1910460044
      66       0.1534609270      12.3445069314
      67       0.1510235717      12.4955305031
      68       0.1485975763      12.6441280794
      69       0.1498825717      12.7940106511
      70       0.1511555403      12.9451661914
      71       0.1519735206      13.0971397120
      72       0.1528548052      13.2499945172
      73       0.1499439941      13.3999385113
      74       0.1469754013      13.5469139126
      75       0.1473638764      13.6942777890
      76       0.1477652508      13.8420430398
      77       0.1499910623      13.9920341021
      78       0.1522582344      14.1442923365
      79       0.1519068416      14.2961991782
      80       0.1514568401      14.4476560183
      81       0.1529868596      14.6006428779
      82       0.1545749734      14.7552178512
      83       0.1526143498      14.9078322011
      84       0.1506387153      15.0584709164
      85       0.1471385286      15.2056094450
      86       0.1436213943      15.3492308393
      87       0.1451770754      15.4944079147
      88       0.1468542530      15.6412621677
      89       0.1478039562      15.7890661239
      90       0.1486453697      15.9377114936
      91       0.1473475652      16.0850590588
      92       0.1460137952      16.2310728539
      93       0.1469449273      16.3780177812
      94       0.1479005909      16.5259183721
      95       0.1439674689      16.6698858410
      96       0.1400382890      16.8099241300
      97       0.1391306209      16.9490547508
      98       0.1381650322      17.0872197830
      99       0.1408134313      17.2280332143
