# mcs  k  T(k)  Q(k)  Eavg(k)
        1750    2     0.305882          -60      -100.1130059407
        1750    3     0.411765          -32       -99.6263820351
        1750    4     0.517647          -56       -98.8449053853
        1750    5     0.623529           26       -96.6699812360
        1750    6     0.729412           12       -97.3159623427
        1750    7     0.835294           18       -93.5518110843
        1750    8     0.941176           50       -98.2038497485
        1750    9     1.047059           26       -90.5268052035
        1750   10     1.152941           -2       -90.4293539316
        1750   11     1.258824          -46       -90.5527518047
        1750   12     1.364706          -30       -90.1850033133
        1750   13     1.470588            6       -80.0413733578
        1750   14     1.576471          -34       -85.5535891201
        1750   15     1.682353           -2       -60.8637302439
        1750   16     1.788235           38       -77.6393442923
        1750   17     1.894118            2       -73.1125752882
        1750   18     2.000000           12       -73.7428049008
        1760    1     0.200000           50      -100.3265327926
        1760    2     0.305882          -64      -100.4225679565
        1760    3     0.411765          -32       -99.3168200193
        1760    4     0.517647          -56      -100.2512074734
        1760    5     0.623529           30       -98.9458516539
        1760    6     0.729412           24       -96.1108782452
        1760    7     0.835294           26       -94.9213103306
        1760    8     0.941176           24       -93.5323046259
        1760    9     1.047059           50       -95.0301433647
        1760   10     1.152941            4       -97.9303503018
        1760   11     1.258824          -24       -93.5289519354
        1760   12     1.364706           26       -83.2346528756
        1760   13     1.470588          -32       -85.9660388940
        1760   14     1.576471            4       -83.0686167478
        1760   15     1.682353          -22       -81.2996724221
        1760   16     1.788235            8       -66.4900498840
        1760   17     1.894118           24       -74.8843184896
        1760   18     2.000000          -16       -61.3986872203
        1770    1     0.200000          -64      -100.4225679565
        1770    2     0.305882           50      -100.0169707768
        1770    3     0.411765          -56      -100.2512074734
        1770    4     0.517647          -38       -98.6279257393
        1770    5     0.623529           38       -97.2754896142
        1770    6     0.729412           22       -95.4230689011
        1770    7     0.835294           40       -96.6686366843
        1770    8     0.941176           10       -95.8435725492
        1770    9     1.047059           18       -95.8847683683
        1770   10     1.152941           52       -96.8335806531
        1770   11     1.258824           22       -87.0949735906
        1770   12     1.364706          -30       -87.6258352286
        1770   13     1.470588           18       -81.7066955626
        1770   14     1.576471           38       -76.6792203614
        1770   15     1.682353           10       -67.7983248605
        1770   16     1.788235          -34       -83.8222550488
        1770   17     1.894118           16       -83.6236259673
        1770   18     2.000000           16       -72.5016200135
        1780    1     0.200000          -64      -100.4225679565
        1780    2     0.305882           56      -100.2512074734
        1780    3     0.411765          -60       -99.9199981811
        1780    4     0.517647          -32       -99.1194506697
        1780    5     0.623529           26       -97.0527316778
        1780    6     0.729412           44       -96.6617358877
        1780    7     0.835294           24       -97.2872572931
        1780    8     0.941176           10       -95.4254290550
        1780    9     1.047059           16       -91.8208363558
        1780   10     1.152941           44       -90.4986770141
        1780   11     1.258824           40       -92.6122485175
        1780   12     1.364706           16       -88.7087352707
        1780   13     1.470588          -30       -88.9641198237
        1780   14     1.576471           -4       -81.1091966727
        1780   15     1.682353            6       -80.9282317596
        1780   16     1.788235            8       -76.2401766206
        1780   17     1.894118          -12       -65.2450498067
        1780   18     2.000000          -12       -65.4305790201
        1790    1     0.200000           56      -100.2512074734
        1790    2     0.305882          -62      -100.1873938281
        1790    3     0.411765          -28       -99.0443618579
        1790    4     0.517647          -56       -99.6265526370
        1790    5     0.623529           50       -96.9943380236
        1790    6     0.729412           34       -96.9800420114
        1790    7     0.835294           34       -97.2359123882
        1790    8     0.941176            4       -98.2721132963
        1790    9     1.047059           46       -98.0029019742
        1790   10     1.152941           26       -87.4157408733
        1790   11     1.258824           28       -89.9396301051
        1790   12     1.364706           22       -89.9197159042
        1790   13     1.470588           28       -80.7240399032
        1790   14     1.576471          -38       -88.4865122665
        1790   15     1.682353           12       -80.3304752741
        1790   16     1.788235          -18       -76.7981675037
        1790   17     1.894118            0       -61.2677814152
        1790   18     2.000000           -8       -71.0001403068
        1800    1     0.200000           56      -100.2512074734
        1800    2     0.305882          -64      -100.0809815586
        1800    3     0.411765          -26       -99.2198474236
        1800    4     0.517647          -30       -98.7100972588
        1800    5     0.623529           44       -99.2561595027
        1800    6     0.729412           28       -96.9286375843
        1800    7     0.835294           38       -98.0215013512
        1800    8     0.941176           26       -93.6579906292
        1800    9     1.047059           16       -95.7908044538
        1800   10     1.152941          -40       -94.8457092317
        1800   11     1.258824          -22       -88.2098398158
        1800   12     1.364706           22       -79.3843473516
        1800   13     1.470588           18       -88.5401541655
        1800   14     1.576471           -4       -90.2837978019
        1800   15     1.682353          -34       -85.2830019511
        1800   16     1.788235            8       -71.3087348652
        1800   17     1.894118          -20       -72.4091253750
        1800   18     2.000000           -6       -73.4644440361
        1810    1     0.200000          -62      -100.2517747576
        1810    2     0.305882           56      -100.2512074734
        1810    3     0.411765          -32       -99.2988931556
        1810    4     0.517647          -34       -99.0196485061
        1810    5     0.623529           42       -96.6172916061
        1810    6     0.729412           50       -96.8514772041
        1810    7     0.835294            8       -97.1619025155
        1810    8     0.941176           26       -95.9561443170
        1810    9     1.047059          -34       -90.6415561164
        1810   10     1.152941           20       -94.5976310742
        1810   11     1.258824           20       -92.1281706239
        1810   12     1.364706          -14       -88.6650456531
        1810   13     1.470588          -28       -86.8719023201
        1810   14     1.576471            2       -75.3489681278
        1810   15     1.682353           10       -84.6549831596
        1810   16     1.788235          -12       -82.0269684395
        1810   17     1.894118            8       -66.3422027631
        1810   18     2.000000           -8       -65.8002839916
        1820    1     0.200000          -64      -100.0809815586
        1820    2     0.305882           54       -99.9205654652
        1820    3     0.411765          -44       -99.1008702999
        1820    4     0.517647          -24       -97.5943086586
        1820    5     0.623529           50       -93.4305186829
        1820    6     0.729412            6       -94.6544982186
        1820    7     0.835294           50       -93.6069562787
        1820    8     0.941176          -16       -97.0246951085
        1820    9     1.047059            6       -93.7228264673
        1820   10     1.152941           24       -92.6228842464
        1820   11     1.258824           46       -87.9350508993
        1820   12     1.364706           34       -86.2383610549
        1820   13     1.470588           22       -82.4197489971
        1820   14     1.576471           28       -81.2727867730
        1820   15     1.682353          -20       -83.3955496119
        1820   16     1.788235          -32       -77.2780557469
        1820   17     1.894118          -18       -75.0343281629
        1820   18     2.000000           -8       -73.5364761895
        1830    1     0.200000           52      -100.0913586641
        1830    2     0.305882          -64      -100.4225679565
        1830    3     0.411765          -18       -97.5987320280
        1830    4     0.517647          -36       -98.3413263956
        1830    5     0.623529           18       -96.8729685533
        1830    6     0.729412           54       -98.2237825905
        1830    7     0.835294            4       -98.0601125334
        1830    8     0.941176           38       -92.8203952719
        1830    9     1.047059           10       -92.9011857676
        1830   10     1.152941           14       -93.9920107018
        1830   11     1.258824           24       -82.9721136586
        1830   12     1.364706           20       -87.2005690994
        1830   13     1.470588            4       -78.9605686697
        1830   14     1.576471            6       -88.7988202258
        1830   15     1.682353            2       -78.5384393453
        1830   16     1.788235           -4       -76.8422821744
        1830   17     1.894118          -26       -80.6177677958
        1830   18     2.000000          -16       -81.5189735067
        1840    1     0.200000           50      -100.3265327926
        1840    2     0.305882          -60       -99.9577619293
        1840    3     0.411765          -24       -97.0919415353
        1840    4     0.517647           14       -98.3877657001
        1840    5     0.623529          -46       -97.8412579397
        1840    6     0.729412           38       -96.0562135233
        1840    7     0.835294          -14       -93.0032226162
        1840    8     0.941176            2       -97.2808689517
        1840    9     1.047059           24       -95.4990223252
        1840   10     1.152941           20       -94.1854895447
        1840   11     1.258824           32       -91.5650033951
        1840   12     1.364706           44       -86.9631525398
        1840   13     1.470588           28       -90.1015914804
        1840   14     1.576471          -16       -80.3639622252
        1840   15     1.682353           22       -86.6335969078
        1840   16     1.788235          -28       -84.3227607813
        1840   17     1.894118          -26       -66.2837721757
        1840   18     2.000000           -8       -77.8584015167
        1850    1     0.200000          -62       -99.9545910408
        1850    2     0.305882           50      -100.3265327926
        1850    3     0.411765          -16       -99.3144139097
        1850    4     0.517647           20       -96.9096393788
        1850    5     0.623529          -40       -98.9269514039
        1850    6     0.729412           28       -95.3533687715
        1850    7     0.835294           30       -97.3476318183
        1850    8     0.941176          -32       -90.1158470013
        1850    9     1.047059           14       -96.0010574425
        1850   10     1.152941           30       -91.1930208718
        1850   11     1.258824           18       -88.7319809987
        1850   12     1.364706           16       -87.0716552239
        1850   13     1.470588          -14       -89.8998058723
        1850   14     1.576471           26       -87.0144280298
        1850   15     1.682353           -6       -75.4344448726
        1850   16     1.788235           16       -75.1925508725
        1850   17     1.894118           -2       -69.2038889671
        1850   18     2.000000          -22       -76.5541726401
        1860    1     0.200000          -62      -100.2517747576
        1860    2     0.305882           64      -100.0809815586
        1860    3     0.411765            0       -98.4557276451
        1860    4     0.517647          -44       -98.9045641542
        1860    5     0.623529           20       -95.9590848319
        1860    6     0.729412           56       -99.8452401461
        1860    7     0.835294           40       -95.5270624201
        1860    8     0.941176          -32       -94.2915602074
        1860    9     1.047059           20       -87.4044039253
        1860   10     1.152941            2       -94.4550953942
        1860   11     1.258824            8       -88.3809098814
        1860   12     1.364706          -20       -86.0330239269
        1860   13     1.470588           30       -82.5166242781
        1860   14     1.576471            2       -75.3698155058
        1860   15     1.682353           18       -83.7207966153
        1860   16     1.788235           36       -87.1577620993
        1860   17     1.894118           14       -67.0993306859
        1860   18     2.000000           -4       -58.6539947508
        1870    1     0.200000          -64      -100.4225679565
        1870    2     0.305882           62       -99.6189271319
        1870    3     0.411765          -44       -99.1231710826
        1870    4     0.517647           -6       -97.6101355112
        1870    5     0.623529           58       -96.7306566310
        1870    6     0.729412           22       -97.7021725939
        1870    7     0.835294          -30       -95.6724931403
        1870    8     0.941176           30       -93.2202011270
        1870    9     1.047059           16       -92.0610256445
        1870   10     1.152941           -8       -91.2766056789
        1870   11     1.258824           10       -91.8545590922
        1870   12     1.364706          -18       -82.5575534730
        1870   13     1.470588          -16       -89.7352069409
        1870   14     1.576471            4       -79.7960825283
        1870   15     1.682353          -16       -74.5227168143
        1870   16     1.788235          -10       -72.4357896474
        1870   17     1.894118          -14       -66.5859195103
        1870   18     2.000000           26       -86.8585992668
        1880    1     0.200000          -62      -100.2517747576
        1880    2     0.305882           58       -99.9422127418
        1880    3     0.411765          -46       -98.8833045874
        1880    4     0.517647           64      -100.0798469904
        1880    5     0.623529           -4       -98.1966173407
        1880    6     0.729412           24       -96.8652432053
        1880    7     0.835294          -10       -91.0628364345
        1880    8     0.941176           12       -96.9758969249
        1880    9     1.047059           30       -92.2402963467
        1880   10     1.152941            6       -86.4688730882
        1880   11     1.258824           14       -88.1499616909
        1880   12     1.364706          -22       -78.1909879477
        1880   13     1.470588          -26       -89.9183342483
        1880   14     1.576471          -20       -84.8647249235
        1880   15     1.682353           30       -74.8960719016
        1880   16     1.788235            4       -79.7600092027
        1880   17     1.894118          -10       -78.5428994753
        1880   18     2.000000           14       -77.0949098254
        1890    1     0.200000          -64      -100.4225679565
        1890    2     0.305882           60      -100.1130059407
        1890    3     0.411765           64      -100.0798469904
        1890    4     0.517647          -38       -98.4425931009
        1890    5     0.623529           14       -97.9562035577
        1890    6     0.729412          -30       -97.2629313250
        1890    7     0.835294            4       -97.9610183204
        1890    8     0.941176           -6       -92.5002103195
        1890    9     1.047059           16       -93.9831023157
        1890   10     1.152941           40       -91.2664182881
        1890   11     1.258824            8       -85.6637059959
        1890   12     1.364706          -26       -87.4301961018
        1890   13     1.470588           26       -89.6575421583
        1890   14     1.576471           18       -82.5749585647
        1890   15     1.682353            4       -69.8930261094
        1890   16     1.788235           26       -71.2556586080
        1890   17     1.894118          -26       -75.9629846309
        1890   18     2.000000           10       -79.6300696170
        1900    1     0.200000          -62      -100.2517747576
        1900    2     0.305882          -52       -99.5480564293
        1900    3     0.411765          -62       -99.1594279925
        1900    4     0.517647           40       -98.9471182328
        1900    5     0.623529          -26       -93.5375436005
        1900    6     0.729412            6       -95.8055965126
        1900    7     0.835294          -30       -96.8255387140
        1900    8     0.941176          -10       -97.2961248887
        1900    9     1.047059           14       -81.3300218994
        1900   10     1.152941           16       -93.7745322764
        1900   11     1.258824           28       -89.9565243093
        1900   12     1.364706           12       -86.1286135218
        1900   13     1.470588          -14       -83.9684237399
        1900   14     1.576471          -18       -83.4783840467
        1900   15     1.682353           22       -89.8877781023
        1900   16     1.788235           -4       -66.9879609056
        1900   17     1.894118           14       -68.1244549969
        1900   18     2.000000            0       -74.0899063431
        1910    1     0.200000           64      -100.4225679565
        1910    2     0.305882           56      -100.2512074734
        1910    3     0.411765          -60       -99.7837978419
        1910    4     0.517647           50       -97.7461128390
        1910    5     0.623529            8       -95.5084292030
        1910    6     0.729412          -20       -96.3961435879
        1910    7     0.835294          -38       -96.4996072078
        1910    8     0.941176          -28       -93.9949173108
        1910    9     1.047059           22       -87.0509569849
        1910   10     1.152941           18       -90.6830451735
        1910   11     1.258824           24       -86.9297012935
        1910   12     1.364706           40       -85.8581046424
        1910   13     1.470588           -8       -81.9363464728
        1910   14     1.576471          -20       -82.5273665864
        1910   15     1.682353          -34       -88.6991195479
        1910   16     1.788235           -8       -83.5259679616
        1910   17     1.894118           10       -66.4340492129
        1910   18     2.000000            8       -73.7356185337
        1920    1     0.200000           64       -99.9522196997
        1920    2     0.305882          -62      -100.2517747576
        1920    3     0.411765           56      -100.2512074734
        1920    4     0.517647           10       -98.5250805399
        1920    5     0.623529           30       -95.9889608878
        1920    6     0.729412           -4       -98.3005151622
        1920    7     0.835294          -24       -93.8646335241
        1920    8     0.941176            4       -91.9265201360
        1920    9     1.047059          -28       -91.2098523744
        1920   10     1.152941           36       -90.4670008144
        1920   11     1.258824           36       -88.2255720083
        1920   12     1.364706            0       -88.0373347159
        1920   13     1.470588           18       -82.5123233696
        1920   14     1.576471          -14       -72.5536677871
        1920   15     1.682353          -14       -77.3377127317
        1920   16     1.788235           -8       -78.0605614203
        1920   17     1.894118          -30       -68.8189098160
        1920   18     2.000000           20       -74.9425676144
        1930    1     0.200000          -62      -100.1873938281
        1930    2     0.305882           60      -100.0166006291
        1930    3     0.411765           58       -99.9422127418
        1930    4     0.517647            2       -97.5706001806
        1930    5     0.623529          -12       -95.2219940218
        1930    6     0.729412           30       -96.3507956479
        1930    7     0.835294          -34       -98.2192715966
        1930    8     0.941176           18       -92.8387755515
        1930    9     1.047059           40       -93.7277226547
        1930   10     1.152941          -30       -86.0443527554
        1930   11     1.258824           -8       -90.3262286093
        1930   12     1.364706           14       -91.4343183900
        1930   13     1.470588          -22       -79.1517696167
        1930   14     1.576471           12       -83.0111136885
        1930   15     1.682353          -26       -77.3921633933
        1930   16     1.788235          -14       -78.5277125750
        1930   17     1.894118           30       -75.8321089888
        1930   18     2.000000          -44       -79.0899928349
        1940    1     0.200000          -60      -100.0166006291
        1940    2     0.305882           62      -100.1873938281
        1940    3     0.411765           64      -100.4225679565
        1940    4     0.517647           -6       -97.9284214436
        1940    5     0.623529           10       -98.5250805399
        1940    6     0.729412          -36       -99.3943610354
        1940    7     0.835294           36       -95.0588470262
        1940    8     0.941176           38       -89.7171274557
        1940    9     1.047059            2       -90.5170352069
        1940   10     1.152941           32       -95.0502973902
        1940   11     1.258824            6       -85.3406507593
        1940   12     1.364706          -20       -92.1129028395
        1940   13     1.470588           40       -80.6305392168
        1940   14     1.576471          -42       -82.0973759596
        1940   15     1.682353           -2       -69.3115423681
        1940   16     1.788235           30       -72.4738470595
        1940   17     1.894118          -16       -67.6230609578
        1940   18     2.000000           10       -66.5455600650
        1950    1     0.200000           64      -100.4225679565
        1950    2     0.305882          -64      -100.4225679565
        1950    3     0.411765           -8       -98.7898879563
        1950    4     0.517647           62       -99.1170002739
        1950    5     0.623529           -2       -99.0748203114
        1950    6     0.729412           44       -96.7136117412
        1950    7     0.835294           44       -94.9516424489
        1950    8     0.941176           40       -93.1529188879
        1950    9     1.047059           36       -91.0810770510
        1950   10     1.152941           18       -90.1554063137
        1950   11     1.258824           -8       -84.1130840856
        1950   12     1.364706            2       -88.8922230928
        1950   13     1.470588          -16       -84.9308540641
        1950   14     1.576471           32       -85.1982473623
        1950   15     1.682353           32       -81.6380851665
        1950   16     1.788235           26       -80.5785508472
        1950   17     1.894118            2       -74.2628183865
        1950   18     2.000000          -14       -66.1853377206
        1960    1     0.200000           64      -100.4225679565
        1960    2     0.305882          -62       -99.5362454144
        1960    3     0.411765           -6       -97.6431875885
        1960    4     0.517647           58       -99.9422127418
        1960    5     0.623529            2       -97.8014244999
        1960    6     0.729412           38       -93.2714290299
        1960    7     0.835294           28       -95.0110053279
        1960    8     0.941176           40       -92.3266045610
        1960    9     1.047059           42       -93.4505697752
        1960   10     1.152941          -24       -89.1397097892
        1960   11     1.258824            0       -79.7098770605
        1960   12     1.364706            4       -82.7706074325
        1960   13     1.470588           14       -91.1156795786
        1960   14     1.576471            8       -81.8453863263
        1960   15     1.682353           20       -65.7470584942
        1960   16     1.788235           18       -80.9514394066
        1960   17     1.894118           -8       -71.9793683165
        1960   18     2.000000          -14       -75.6398357354
        1970    1     0.200000          -62      -100.2517747576
        1970    2     0.305882           62      -100.1873938281
        1970    3     0.411765           64       -99.8034439249
        1970    4     0.517647          -10       -96.6620082807
        1970    5     0.623529           46       -96.2883704036
        1970    6     0.729412           -2       -94.3351910198
        1970    7     0.835294           40       -96.9349433179
        1970    8     0.941176           32       -95.8523389077
        1970    9     1.047059          -48       -90.7357982453
        1970   10     1.152941           18       -89.4053706567
        1970   11     1.258824          -20       -84.0501488756
        1970   12     1.364706           10       -80.9341237253
        1970   13     1.470588           18       -80.0349311366
        1970   14     1.576471            4       -85.9590064996
        1970   15     1.682353           18       -78.5606641267
        1970   16     1.788235            6       -75.8028315760
        1970   17     1.894118           -4       -72.8566106864
        1970   18     2.000000            4       -77.8386232548
        1980    1     0.200000          -62      -100.2517747576
        1980    2     0.305882           64      -100.4225679565
        1980    3     0.411765           60       -99.7194169124
        1980    4     0.517647            8       -98.2447048642
        1980    5     0.623529          -30       -96.1923066073
        1980    6     0.729412          -46       -94.3509879742
        1980    7     0.835294            2       -91.1096850385
        1980    8     0.941176          -38       -93.1047044888
        1980    9     1.047059           26       -91.6594411879
        1980   10     1.152941          -24       -94.5106216300
        1980   11     1.258824           30       -86.5877413172
        1980   12     1.364706            0       -91.0571939330
        1980   13     1.470588           30       -79.7550957540
        1980   14     1.576471           30       -82.0223359709
        1980   15     1.682353           14       -84.0990267706
        1980   16     1.788235          -20       -67.4900553212
        1980   17     1.894118           30       -70.9710377268
        1980   18     2.000000            4       -74.7841612493
        1990    1     0.200000           64      -100.4225679565
        1990    2     0.305882          -64      -100.4225679565
        1990    3     0.411765            0       -96.9427991692
        1990    4     0.517647           62       -99.7814265007
        1990    5     0.623529          -26       -95.5117737287
        1990    6     0.729412          -36       -95.0734663626
        1990    7     0.835294          -40       -93.9847891221
        1990    8     0.941176            2       -95.1990107499
        1990    9     1.047059          -12       -94.3251607262
        1990   10     1.152941           38       -93.6146271753
        1990   11     1.258824           18       -85.3474205303
        1990   12     1.364706           46       -88.6886930141
        1990   13     1.470588           22       -82.7025904992
        1990   14     1.576471           30       -72.7397640598
        1990   15     1.682353           10       -82.8392149992
        1990   16     1.788235          -22       -73.9335905652
        1990   17     1.894118          -12       -72.1023267942
        1990   18     2.000000           14       -71.9903015795
        2000    1     0.200000           64      -100.4225679565
        2000    2     0.305882          -64      -100.4225679565
        2000    3     0.411765           -2       -98.6698041345
        2000    4     0.517647          -56       -98.3706596843
        2000    5     0.623529           48       -98.8662634556
        2000    6     0.729412          -24       -94.1999687779
        2000    7     0.835294          -36       -93.1439907334
        2000    8     0.941176          -18       -94.6388535370
        2000    9     1.047059           -8       -91.8456617532
        2000   10     1.152941           42       -90.1860532249
        2000   11     1.258824           38       -85.1796963220
        2000   12     1.364706           26       -79.7464504107
        2000   13     1.470588           28       -85.6016182350
        2000   14     1.576471           24       -76.9211828755
        2000   15     1.682353            4       -74.8508577850
        2000   16     1.788235          -24       -80.3080919878
        2000   17     1.894118           -6       -64.5271343536
        2000   18     2.000000            8       -84.6297893200
        2010    1     0.200000          -64      -100.4225679565
        2010    2     0.305882           64      -100.4225679565
        2010    3     0.411765          -60      -100.0166006291
        2010    4     0.517647            6       -98.3518254124
        2010    5     0.623529          -26       -96.7744822628
        2010    6     0.729412           44       -95.6413157005
        2010    7     0.835294            0       -94.9980178876
        2010    8     0.941176           16       -92.9947687644
        2010    9     1.047059           24       -94.4639314002
        2010   10     1.152941            6       -90.8100848997
        2010   11     1.258824           22       -91.2123490957
        2010   12     1.364706           32       -85.7147755302
        2010   13     1.470588           40       -87.5060375999
        2010   14     1.576471           10       -74.6292061797
        2010   15     1.682353          -34       -82.7659518601
        2010   16     1.788235          -26       -67.3105681342
        2010   17     1.894118           12       -69.7326563441
        2010   18     2.000000          -14       -73.8002308430
        2020    1     0.200000          -62      -100.2517747576
        2020    2     0.305882          -58       -99.4130257851
        2020    3     0.411765           60      -100.0166006291
        2020    4     0.517647            0       -99.0949908669
        2020    5     0.623529           28       -97.1582781167
        2020    6     0.729412          -48       -99.6743552614
        2020    7     0.835294          -22       -94.7043683287
        2020    8     0.941176            4       -98.1137259299
        2020    9     1.047059           38       -92.3604647781
        2020   10     1.152941            8       -90.2893063329
        2020   11     1.258824           18       -88.7523413018
        2020   12     1.364706           22       -89.3882039823
        2020   13     1.470588           40       -85.0426020020
        2020   14     1.576471          -24       -82.4324244958
        2020   15     1.682353            8       -81.5514934459
        2020   16     1.788235          -14       -76.8526260613
        2020   17     1.894118            0       -74.1356149202
        2020   18     2.000000            2       -73.0540770453
        2030    1     0.200000          -58       -99.5486237135
        2030    2     0.305882          -58       -99.5486237135
        2030    3     0.411765           62      -100.2517747576
        2030    4     0.517647           -4       -98.3567953183
        2030    5     0.623529          -40       -97.1335814733
        2030    6     0.729412           22       -95.0550326583
        2030    7     0.835294           14       -93.7518539474
        2030    8     0.941176          -22       -94.4125255941
        2030    9     1.047059           14       -92.0385410761
        2030   10     1.152941           42       -95.4471491035
        2030   11     1.258824           42       -95.5980484382
        2030   12     1.364706           34       -81.1745283811
        2030   13     1.470588          -40       -82.7015714413
        2030   14     1.576471           24       -89.5673909634
        2030   15     1.682353          -16       -75.9307315867
        2030   16     1.788235           -2       -66.0619951296
        2030   17     1.894118          -16       -76.8798560824
        2030   18     2.000000          -24       -68.4562612560
        2040    1     0.200000          -62      -100.1873938281
        2040    2     0.305882           64      -100.4225679565
        2040    3     0.411765          -58       -98.6754898369
        2040    4     0.517647          -52       -98.6602766666
        2040    5     0.623529           -4       -99.2528659841
        2040    6     0.729412           18       -94.8531960747
        2040    7     0.835294           10       -91.9603629234
        2040    8     0.941176           34       -92.2208022953
        2040    9     1.047059          -42       -93.6458896171
        2040   10     1.152941           50       -95.0181972909
        2040   11     1.258824           28       -89.3573501815
        2040   12     1.364706          -12       -83.9718671600
        2040   13     1.470588           22       -82.9870784693
        2040   14     1.576471          -26       -84.0287032061
        2040   15     1.682353           30       -88.2178101892
        2040   16     1.788235          -38       -90.1046948422
        2040   17     1.894118          -34       -80.5758674780
        2040   18     2.000000           -2       -71.2870574521
        2050    1     0.200000           64      -100.4225679565
        2050    2     0.305882          -64      -100.0809815586
        2050    3     0.411765          -60       -99.9199981811
        2050    4     0.517647          -60       -99.7070386133
        2050    5     0.623529          -44       -97.6703119243
        2050    6     0.729412           48       -94.4580740078
        2050    7     0.835294           34       -90.7229530410
        2050    8     0.941176           14       -94.8380852757
        2050    9     1.047059           40       -92.2675720116
        2050   10     1.152941          -24       -94.1701640724
        2050   11     1.258824          -16       -87.7550916684
        2050   12     1.364706           46       -89.9306056503
        2050   13     1.470588          -24       -83.9737072956
        2050   14     1.576471            8       -76.7422359498
        2050   15     1.682353          -26       -73.8777430454
        2050   16     1.788235           20       -79.0300487227
        2050   17     1.894118          -38       -83.1371467278
        2050   18     2.000000          -14       -80.1565044871
        2060    1     0.200000           64      -100.4225679565
        2060    2     0.305882          -56       -99.6871953938
        2060    3     0.411765          -60       -99.7837978419
        2060    4     0.517647          -64       -99.9522196997
        2060    5     0.623529          -56       -96.1695505422
        2060    6     0.729412            4       -96.4838009196
        2060    7     0.835294           36       -88.9857814823
        2060    8     0.941176           50       -95.8732307613
        2060    9     1.047059           16       -96.9839909042
        2060   10     1.152941          -30       -93.3165978873
        2060   11     1.258824           -6       -78.9874091681
        2060   12     1.364706          -14       -86.9167961174
        2060   13     1.470588           28       -81.8697203849
        2060   14     1.576471           -6       -82.8132217099
        2060   15     1.682353           30       -78.7966162721
        2060   16     1.788235          -14       -66.2146454723
        2060   17     1.894118            6       -73.1031194342
        2060   18     2.000000           -2       -84.9002607488
        2070    1     0.200000          -64      -100.4225679565
        2070    2     0.305882           50      -100.3265327926
        2070    3     0.411765          -62      -100.2517747576
        2070    4     0.517647          -58       -99.9422127418
        2070    5     0.623529            8       -98.7344021237
        2070    6     0.729412          -46       -97.0025772408
        2070    7     0.835294           46       -97.1094666850
        2070    8     0.941176           48       -91.9977380122
        2070    9     1.047059          -38       -90.8612358207
        2070   10     1.152941           20       -91.2735004783
        2070   11     1.258824           -6       -80.7794354001
        2070   12     1.364706          -18       -84.7625486574
        2070   13     1.470588            0       -84.9601716904
        2070   14     1.576471           12       -82.4120396486
        2070   15     1.682353          -14       -74.7271884590
        2070   16     1.788235            8       -78.0551445944
        2070   17     1.894118           -4       -73.6039434032
        2070   18     2.000000           18       -76.1282203641
        2080    1     0.200000          -64      -100.4225679565
        2080    2     0.305882          -62      -100.1873938281
        2080    3     0.411765           50       -99.1940000466
        2080    4     0.517647          -50       -99.1917583089
        2080    5     0.623529           16       -97.7800790816
        2080    6     0.729412           54       -97.8719181910
        2080    7     0.835294          -46       -98.3751109033
        2080    8     0.941176          -50       -95.9251839091
        2080    9     1.047059           36       -90.3887452093
        2080   10     1.152941          -24       -88.2169877336
        2080   11     1.258824            8       -90.0514075186
        2080   12     1.364706          -16       -85.9976603594
        2080   13     1.470588           -2       -83.7667694044
        2080   14     1.576471          -12       -80.6292700202
        2080   15     1.682353           28       -85.5729784621
        2080   16     1.788235            8       -83.1519329456
        2080   17     1.894118            6       -64.1807835526
        2080   18     2.000000            8       -64.9491842010
        2090    1     0.200000          -60      -100.0166006291
        2090    2     0.305882          -62       -99.9545910408
        2090    3     0.411765          -50      -100.3265327926
        2090    4     0.517647           52      -100.0913586641
        2090    5     0.623529           58       -99.2317831896
        2090    6     0.729412           14       -96.8068306544
        2090    7     0.835294          -44       -94.5735535587
        2090    8     0.941176          -30       -92.1221060961
        2090    9     1.047059           26       -93.7217025185
        2090   10     1.152941          -30       -85.1511487643
        2090   11     1.258824          -24       -99.0186159378
        2090   12     1.364706            4       -79.6414412110
        2090   13     1.470588          -40       -86.0239035354
        2090   14     1.576471          -32       -86.0805673154
        2090   15     1.682353          -16       -82.2897817036
        2090   16     1.788235          -10       -80.6688126928
        2090   17     1.894118           20       -78.5862949532
        2090   18     2.000000           12       -78.3210208261
        2100    1     0.200000          -62      -100.2517747576
        2100    2     0.305882           62      -100.1873938281
        2100    3     0.411765           50       -99.6233817485
        2100    4     0.517647           54       -97.9853299108
        2100    5     0.623529           62      -100.2517747576
        2100    6     0.729412          -42       -96.5155457538
        2100    7     0.835294           16       -96.4108976170
        2100    8     0.941176          -22       -91.5368535839
        2100    9     1.047059            8       -88.2514430274
        2100   10     1.152941          -32       -92.7839749025
        2100   11     1.258824          -20       -92.1199550713
        2100   12     1.364706           -4       -86.6728664680
        2100   13     1.470588            6       -86.9300156090
        2100   14     1.576471          -22       -75.6395985839
        2100   15     1.682353          -24       -77.0447042967
        2100   16     1.788235           22       -77.2006072953
        2100   17     1.894118           12       -73.0286504225
        2100   18     2.000000           16       -72.7728305583
        2110    1     0.200000           62      -100.1873938281
        2110    2     0.305882          -62      -100.2517747576
        2110    3     0.411765           52       -98.7071418593
        2110    4     0.517647           50       -98.1924765858
        2110    5     0.623529           24       -97.6760337561
