# mcs  k  T(k)  Q(k)  Eavg(k)
        3600    5     0.623529          -48       -99.8585558769
        3600    6     0.729412          -16       -91.9852388152
        3600    7     0.835294           -8       -93.4740033001
        3600    8     0.941176          -28       -96.3922030045
        3600    9     1.047059          -52       -94.8205509740
        3600   10     1.152941          -12       -88.3102971134
        3600   11     1.258824           14       -79.4808236105
        3600   12     1.364706           34       -81.1095730267
        3600   13     1.470588          -34       -88.5338432567
        3600   14     1.576471          -24       -73.9059396488
        3600   15     1.682353          -12       -73.5999524663
        3600   16     1.788235          -20       -73.5715722779
        3600   17     1.894118          -22       -74.9831334455
        3600   18     2.000000           20       -60.9241107501
        3610    1     0.200000           64      -100.4225679565
        3610    2     0.305882           50      -100.0169707768
        3610    3     0.411765           52      -100.0913586641
        3610    4     0.517647           54       -98.3036726731
        3610    5     0.623529           36       -98.8874296701
        3610    6     0.729412           -4       -96.7959171726
        3610    7     0.835294           22       -94.7495259912
        3610    8     0.941176          -12       -92.3119526295
        3610    9     1.047059           18       -93.3691184461
        3610   10     1.152941          -14       -88.3951590705
        3610   11     1.258824           30       -83.9825640949
        3610   12     1.364706          -22       -80.7488088079
        3610   13     1.470588          -38       -85.1664787664
        3610   14     1.576471          -28       -77.3095804180
        3610   15     1.682353          -10       -71.7403077073
        3610   16     1.788235          -20       -81.2535393317
        3610   17     1.894118           32       -89.9630550625
        3610   18     2.000000          -36       -86.4319241587
        3620    1     0.200000           64      -100.4225679565
        3620    2     0.305882           50      -100.3265327926
        3620    3     0.411765           50       -98.8004110183
        3620    4     0.517647          -42       -98.7993988371
        3620    5     0.623529          -58      -100.0804142745
        3620    6     0.729412           24       -97.0295835950
        3620    7     0.835294           58       -96.5303306763
        3620    8     0.941176           26       -91.4263810940
        3620    9     1.047059          -24       -96.0014156974
        3620   10     1.152941           18       -92.8381198453
        3620   11     1.258824          -12       -85.4364460701
        3620   12     1.364706          -28       -87.4298548883
        3620   13     1.470588          -18       -84.3586673416
        3620   14     1.576471          -18       -76.1421353607
        3620   15     1.682353          -32       -80.2326494477
        3620   16     1.788235          -12       -76.1738983003
        3620   17     1.894118          -18       -87.8976942214
        3620   18     2.000000          -14       -79.2322398596
        3630    1     0.200000           50      -100.3265327926
        3630    2     0.305882           64      -100.4225679565
        3630    3     0.411765          -36       -98.7464438600
        3630    4     0.517647           50      -100.3265327926
        3630    5     0.623529           -8       -99.0385749977
        3630    6     0.729412          -34       -96.7757099528
        3630    7     0.835294           62      -100.2517747576
        3630    8     0.941176           24       -92.3198308780
        3630    9     1.047059            6       -85.9350285600
        3630   10     1.152941            0       -89.4990395671
        3630   11     1.258824          -36       -90.1534873263
        3630   12     1.364706            6       -78.4274833579
        3630   13     1.470588           18       -82.3543016391
        3630   14     1.576471           -8       -78.3497992704
        3630   15     1.682353           28       -80.8352893435
        3630   16     1.788235          -10       -78.6690638328
        3630   17     1.894118           -6       -75.7213338601
        3630   18     2.000000          -20       -88.5819121382
        3640    1     0.200000           50      -100.3265327926
        3640    2     0.305882           62       -99.7054068663
        3640    3     0.411765          -46       -97.3847522692
        3640    4     0.517647           -2       -98.1634230647
        3640    5     0.623529           50       -99.1380522833
        3640    6     0.729412           54       -97.6518594859
        3640    7     0.835294          -34       -98.8606536575
        3640    8     0.941176            2       -91.5165841779
        3640    9     1.047059           30       -93.7399090455
        3640   10     1.152941          -48       -90.6893925121
        3640   11     1.258824           -4       -92.1632111534
        3640   12     1.364706          -34       -80.8391475658
        3640   13     1.470588           10       -76.4641535370
        3640   14     1.576471          -12       -85.4013375243
        3640   15     1.682353          -28       -77.8189764294
        3640   16     1.788235           -2       -76.8832164756
        3640   17     1.894118           -4       -78.6039931810
        3640   18     2.000000          -16       -48.5625763824
        3650    1     0.200000          -64      -100.4225679565
        3650    2     0.305882          -52      -100.1557395936
        3650    3     0.411765           62      -100.2517747576
        3650    4     0.517647          -26       -96.4542110171
        3650    5     0.623529           64      -100.0809815586
        3650    6     0.729412           58       -98.4525454275
        3650    7     0.835294          -24       -97.5159849285
        3650    8     0.941176           20       -94.6693537729
        3650    9     1.047059          -50       -93.4072501037
        3650   10     1.152941           30       -90.3335751224
        3650   11     1.258824          -34       -82.6267617534
        3650   12     1.364706           -4       -83.9034557694
        3650   13     1.470588            0       -74.9880812587
        3650   14     1.576471           -4       -83.2388699630
        3650   15     1.682353           -4       -70.6618331516
        3650   16     1.788235           -4       -66.9976021106
        3650   17     1.894118          -18       -67.2772031421
        3650   18     2.000000           -6       -73.2045314732
        3660    1     0.200000          -64      -100.4225679565
        3660    2     0.305882           64      -100.4225679565
        3660    3     0.411765          -52       -99.2683879340
        3660    4     0.517647           58       -97.5352197943
        3660    5     0.623529          -20       -94.9390160639
        3660    6     0.729412          -30       -97.4214088252
        3660    7     0.835294           40       -93.6784096882
        3660    8     0.941176          -50       -95.9604803605
        3660    9     1.047059            4       -92.1253320819
        3660   10     1.152941           16       -94.8142047574
        3660   11     1.258824          -18       -91.3750070083
        3660   12     1.364706          -18       -90.1903053683
        3660   13     1.470588          -20       -84.3281753009
        3660   14     1.576471           -8       -79.3856443821
        3660   15     1.682353           10       -83.5416805922
        3660   16     1.788235          -18       -78.1490587530
        3660   17     1.894118            4       -62.6351295422
        3660   18     2.000000           30       -66.6550641038
        3670    1     0.200000          -60       -99.9577619293
        3670    2     0.305882           60      -100.0166006291
        3670    3     0.411765          -62      -100.2517747576
        3670    4     0.517647           48       -99.0355851468
        3670    5     0.623529           42       -97.3117504909
        3670    6     0.729412           44       -95.8113039314
        3670    7     0.835294          -48       -96.1693955966
        3670    8     0.941176           24       -92.9870164602
        3670    9     1.047059           -4       -91.2971947360
        3670   10     1.152941           12       -96.0147949891
        3670   11     1.258824          -20       -88.8911539352
        3670   12     1.364706          -12       -90.0664307554
        3670   13     1.470588          -10       -85.9424752328
        3670   14     1.576471          -22       -87.1614969880
        3670   15     1.682353           34       -86.7017178442
        3670   16     1.788235            6       -80.4069371368
        3670   17     1.894118          -32       -81.6340280067
        3670   18     2.000000           34       -77.3233938872
        3680    1     0.200000          -62      -100.2517747576
        3680    2     0.305882          -62      -100.2517747576
        3680    3     0.411765           58       -99.9422127418
        3680    4     0.517647          -48       -97.4762989351
        3680    5     0.623529          -50      -100.0169707768
        3680    6     0.729412          -64       -99.9522196997
        3680    7     0.835294           40       -94.9774741988
        3680    8     0.941176          -24       -95.0755492268
        3680    9     1.047059          -24       -92.1078018897
        3680   10     1.152941          -26       -89.9898120228
        3680   11     1.258824            4       -95.4701691595
        3680   12     1.364706          -34       -87.3613643929
        3680   13     1.470588          -14       -81.7300120122
        3680   14     1.576471           16       -82.8878816152
        3680   15     1.682353          -22       -77.7916705267
        3680   16     1.788235          -34       -70.5877091627
        3680   17     1.894118          -20       -68.9917914687
        3680   18     2.000000           18       -71.8112342526
        3690    1     0.200000          -64      -100.4225679565
        3690    2     0.305882          -62      -100.1873938281
        3690    3     0.411765           58       -99.9422127418
        3690    4     0.517647          -42       -98.5343751858
        3690    5     0.623529          -50      -100.3265327926
        3690    6     0.729412          -52       -97.9278268521
        3690    7     0.835294           54       -97.1454149544
        3690    8     0.941176          -26       -93.7418624389
        3690    9     1.047059           44       -90.8041541899
        3690   10     1.152941           20       -84.1113235803
        3690   11     1.258824          -18       -89.6967673814
        3690   12     1.364706           12       -94.5341892344
        3690   13     1.470588           12       -78.7350409711
        3690   14     1.576471          -28       -84.8986695867
        3690   15     1.682353          -20       -78.0046456212
        3690   16     1.788235          -22       -71.0000039208
        3690   17     1.894118            2       -67.6754821927
        3690   18     2.000000          -38       -75.1679918900
        3700    1     0.200000          -62      -100.2517747576
        3700    2     0.305882           62      -100.2517747576
        3700    3     0.411765          -62       -99.9545910408
        3700    4     0.517647          -52       -99.4525885495
        3700    5     0.623529          -46       -99.1397382827
        3700    6     0.729412          -54       -96.7689240766
        3700    7     0.835294           44       -95.7663240094
        3700    8     0.941176          -22       -97.2707880613
        3700    9     1.047059           30       -89.8679731838
        3700   10     1.152941          -16       -92.1808342348
        3700   11     1.258824           -8       -87.1941148551
        3700   12     1.364706           24       -89.6384707975
        3700   13     1.470588           18       -88.6670983216
        3700   14     1.576471           -8       -69.0141654772
        3700   15     1.682353           16       -77.2025502826
        3700   16     1.788235           38       -80.9779867782
        3700   17     1.894118          -14       -73.0446587504
        3700   18     2.000000          -12       -75.2020461138
        3710    1     0.200000           64      -100.4225679565
        3710    2     0.305882          -60      -100.0166006291
        3710    3     0.411765          -50       -99.6877626780
        3710    4     0.517647          -58       -98.9680208186
        3710    5     0.623529           52       -99.5480564293
        3710    6     0.729412           38       -96.0154617479
        3710    7     0.835294          -14       -96.0234824505
        3710    8     0.941176           56       -93.7839252582
        3710    9     1.047059          -22       -86.1887180586
        3710   10     1.152941           18       -94.0179204628
        3710   11     1.258824           38       -88.6076822818
        3710   12     1.364706          -12       -83.5898057852
        3710   13     1.470588          -10       -84.2611750284
        3710   14     1.576471           24       -81.9008963530
        3710   15     1.682353           12       -78.5575906481
        3710   16     1.788235           12       -72.6942447483
        3710   17     1.894118          -16       -78.1653343998
        3710   18     2.000000           10       -66.4063789055
        3720    1     0.200000           64      -100.4225679565
        3720    2     0.305882          -54       -99.8617267654
        3720    3     0.411765          -62       -99.2514399967
        3720    4     0.517647          -54       -98.0074636109
        3720    5     0.623529           54       -97.9013488832
        3720    6     0.729412          -10       -97.7216210296
        3720    7     0.835294           32       -97.1610401794
        3720    8     0.941176           36       -91.9100715768
        3720    9     1.047059          -20       -88.7045031574
        3720   10     1.152941           30       -92.0887584289
        3720   11     1.258824            0       -88.5359405901
        3720   12     1.364706           22       -84.8950766647
        3720   13     1.470588          -20       -69.9559816855
        3720   14     1.576471           26       -85.5083755122
        3720   15     1.682353           18       -76.4857991882
        3720   16     1.788235          -10       -72.6264342058
        3720   17     1.894118           -4       -70.2054849492
        3720   18     2.000000           18       -68.8359480357
        3730    1     0.200000          -58      -100.1551723095
        3730    2     0.305882           64      -100.0809815586
        3730    3     0.411765           64      -100.4225679565
        3730    4     0.517647           62      -100.2517747576
        3730    5     0.623529           -8       -97.2129315083
        3730    6     0.729412           58       -98.7360175787
        3730    7     0.835294           34       -98.4643262472
        3730    8     0.941176           46       -96.0590831406
        3730    9     1.047059           40       -91.5273270536
        3730   10     1.152941          -24       -87.7004899363
        3730   11     1.258824           18       -88.1346403640
        3730   12     1.364706           16       -87.6986339853
        3730   13     1.470588           30       -86.3991076979
        3730   14     1.576471          -24       -77.1010941217
        3730   15     1.682353          -14       -80.4701705061
        3730   16     1.788235           12       -73.6054921123
        3730   17     1.894118           28       -80.6650048890
        3730   18     2.000000           38       -72.4566707707
        3740    1     0.200000          -58      -100.1551723095
        3740    2     0.305882           60      -100.0166006291
        3740    3     0.411765           60       -99.5995972264
        3740    4     0.517647           54       -98.8346335118
        3740    5     0.623529           -4       -97.6529260341
        3740    6     0.729412           28       -96.3110847593
        3740    7     0.835294           54       -97.8024026823
        3740    8     0.941176          -24       -94.5636679067
        3740    9     1.047059          -12       -92.1929119730
        3740   10     1.152941           44       -88.1867414038
        3740   11     1.258824          -20       -81.7732120968
        3740   12     1.364706           38       -92.1280004901
        3740   13     1.470588           14       -89.4025161190
        3740   14     1.576471           -8       -83.8921759692
        3740   15     1.682353          -14       -75.8008409162
        3740   16     1.788235           32       -75.3168243990
        3740   17     1.894118           16       -73.2953789839
        3740   18     2.000000           14       -67.0186849032
        3750    1     0.200000           62      -100.2517747576
        3750    2     0.305882          -60       -99.9199981811
        3750    3     0.411765           54       -99.7832305578
        3750    4     0.517647           62      -100.2517747576
        3750    5     0.623529           54       -98.0177868229
        3750    6     0.729412          -38       -95.6853155994
        3750    7     0.835294          -26       -96.4521424309
        3750    8     0.941176           54       -97.0584454253
        3750    9     1.047059          -48       -94.3849536798
        3750   10     1.152941           30       -88.9251713700
        3750   11     1.258824           40       -87.3937421301
        3750   12     1.364706          -26       -86.1807283354
        3750   13     1.470588           26       -81.7617786164
        3750   14     1.576471            2       -73.4157341696
        3750   15     1.682353           24       -86.6266693521
        3750   16     1.788235          -18       -81.0606090271
        3750   17     1.894118           22       -77.6619330462
        3750   18     2.000000           10       -79.1371022364
        3760    1     0.200000           64       -99.9522196997
        3760    2     0.305882           56      -100.2512074734
        3760    3     0.411765          -58      -100.1551723095
        3760    4     0.517647           48       -99.4346447096
        3760    5     0.623529           62       -98.3054465551
        3760    6     0.729412          -46       -93.9404685559
        3760    7     0.835294          -18       -91.0626024869
        3760    8     0.941176           24       -95.8080756714
        3760    9     1.047059          -20       -90.4532992083
        3760   10     1.152941           34       -91.9611469003
        3760   11     1.258824           16       -90.3918120789
        3760   12     1.364706            6       -79.4158125580
        3760   13     1.470588          -16       -81.1447271622
        3760   14     1.576471          -38       -83.2833828648
        3760   15     1.682353           36       -84.9702656486
        3760   16     1.788235           18       -86.2277025259
        3760   17     1.894118          -14       -81.1038084078
        3760   18     2.000000           26       -69.2981816136
        3770    1     0.200000           56      -100.2512074734
        3770    2     0.305882           60      -100.0166006291
        3770    3     0.411765          -56      -100.2512074734
        3770    4     0.517647           56       -98.8415940580
        3770    5     0.623529          -12       -97.8004137455
        3770    6     0.729412           -2       -97.2257670042
        3770    7     0.835294          -28       -97.9464874857
        3770    8     0.941176           26       -91.1175749959
        3770    9     1.047059           28       -89.4499614181
        3770   10     1.152941           -6       -85.8294562642
        3770   11     1.258824          -38       -90.0597666587
        3770   12     1.364706          -18       -87.6379584595
        3770   13     1.470588          -24       -89.2526621102
        3770   14     1.576471          -30       -80.6075931307
        3770   15     1.682353           28       -80.4727915208
        3770   16     1.788235           32       -73.7756075232
        3770   17     1.894118           30       -82.6192725414
        3770   18     2.000000          -16       -76.1010054756
        3780    1     0.200000           56      -100.2512074734
        3780    2     0.305882          -64      -100.4225679565
        3780    3     0.411765           50       -98.8509072134
        3780    4     0.517647          -54       -97.2375498831
        3780    5     0.623529           22       -96.1586817875
        3780    6     0.729412          -26       -97.4054118061
        3780    7     0.835294           -2       -92.0789970769
        3780    8     0.941176            8       -95.0280305481
        3780    9     1.047059           -2       -92.4141364698
        3780   10     1.152941          -24       -89.2389841505
        3780   11     1.258824          -20       -88.9780252317
        3780   12     1.364706          -38       -94.6982515505
        3780   13     1.470588          -12       -83.0008687081
        3780   14     1.576471           20       -71.7190763897
        3780   15     1.682353          -24       -76.5373951052
        3780   16     1.788235           20       -81.6289119098
        3780   17     1.894118           12       -67.8350769005
        3780   18     2.000000            6       -67.2873280222
        3790    1     0.200000          -64      -100.4225679565
        3790    2     0.305882           56      -100.2512074734
        3790    3     0.411765          -56       -99.6871953938
        3790    4     0.517647           56       -99.3066135157
        3790    5     0.623529          -30       -97.0002975660
        3790    6     0.729412           28       -96.0078809056
        3790    7     0.835294           30       -91.3390244515
        3790    8     0.941176            8       -95.9229714715
        3790    9     1.047059            2       -95.8273381419
        3790   10     1.152941          -24       -84.0501215939
        3790   11     1.258824          -20       -84.2461983216
        3790   12     1.364706           -8       -83.7697230610
        3790   13     1.470588           26       -78.3579256701
        3790   14     1.576471          -22       -88.5981211054
        3790   15     1.682353            6       -78.2966386723
        3790   16     1.788235            4       -79.1032420922
        3790   17     1.894118          -16       -84.3372647819
        3790   18     2.000000            0       -81.7061707240
        3800    1     0.200000          -64      -100.4225679565
        3800    2     0.305882          -58      -100.1551723095
        3800    3     0.411765           54      -100.0160333450
        3800    4     0.517647          -36       -98.4575674717
        3800    5     0.623529           54       -98.3003528683
        3800    6     0.729412           20       -97.2540093950
        3800    7     0.835294           12       -95.8126257569
        3800    8     0.941176           16       -92.5208673478
        3800    9     1.047059            8       -88.9824692747
        3800   10     1.152941          -34       -87.6269642927
        3800   11     1.258824          -14       -84.1919486710
        3800   12     1.364706           20       -82.5225072466
        3800   13     1.470588           -4       -83.3754088640
        3800   14     1.576471          -20       -77.9686789762
        3800   15     1.682353          -26       -81.1421624889
        3800   16     1.788235          -10       -82.8127882971
        3800   17     1.894118           -2       -75.9833594798
        3800   18     2.000000          -10       -77.9390776384
        3810    1     0.200000          -58      -100.1551723095
        3810    2     0.305882          -60      -100.1130059407
        3810    3     0.411765           42       -98.9170132194
        3810    4     0.517647          -10       -95.7903933094
        3810    5     0.623529           18       -94.0864722558
        3810    6     0.729412           56       -99.2422325862
        3810    7     0.835294           14       -95.4738470929
        3810    8     0.941176           -4       -98.0616308766
        3810    9     1.047059          -46       -95.6639899049
        3810   10     1.152941          -20       -90.8357767557
        3810   11     1.258824            6       -85.6571734124
        3810   12     1.364706           -4       -82.6138923013
        3810   13     1.470588            2       -90.6458301433
        3810   14     1.576471          -14       -77.7883365074
        3810   15     1.682353           30       -78.6848329154
        3810   16     1.788235           10       -61.3832467514
        3810   17     1.894118            2       -73.2198495839
        3810   18     2.000000            6       -69.7282627009
        3820    1     0.200000          -58      -100.1551723095
        3820    2     0.305882          -62      -100.1873938281
        3820    3     0.411765           42       -98.9889609922
        3820    4     0.517647           -6       -98.2340813802
        3820    5     0.623529           20       -94.7139695490
        3820    6     0.729412           24       -97.1992560785
        3820    7     0.835294           62       -99.7814265007
        3820    8     0.941176          -54       -97.6969439726
        3820    9     1.047059           12       -96.1080132554
        3820   10     1.152941           20       -89.7311651460
        3820   11     1.258824           -6       -86.2234310782
        3820   12     1.364706          -18       -89.5704146866
        3820   13     1.470588           12       -85.1958847698
        3820   14     1.576471           16       -89.1051329460
        3820   15     1.682353          -34       -86.0101571990
        3820   16     1.788235            6       -69.4012097682
        3820   17     1.894118          -20       -73.7667041245
        3820   18     2.000000           -2       -61.6893507586
        3830    1     0.200000          -64      -100.4225679565
        3830    2     0.305882          -58      -100.1551723095
        3830    3     0.411765           52       -99.3638558138
        3830    4     0.517647          -26       -97.9365188827
        3830    5     0.623529           32       -98.1345207117
        3830    6     0.729412           14       -96.8111133445
        3830    7     0.835294           50       -98.5369636913
        3830    8     0.941176          -48       -93.4986235893
        3830    9     1.047059            8       -92.5717421773
        3830   10     1.152941           24       -92.6444028202
        3830   11     1.258824          -12       -84.1219909483
        3830   12     1.364706          -10       -90.8817220402
        3830   13     1.470588           18       -78.5524492296
        3830   14     1.576471           24       -79.2642601812
        3830   15     1.682353          -14       -68.4622735561
        3830   16     1.788235          -24       -75.9100958506
        3830   17     1.894118           26       -70.7870898108
        3830   18     2.000000           12       -68.1187910701
        3840    1     0.200000          -62       -99.7054068663
        3840    2     0.305882           54       -99.7708522587
        3840    3     0.411765          -52       -98.8719856547
        3840    4     0.517647           44       -96.0439599068
        3840    5     0.623529          -26       -96.4803867984
        3840    6     0.729412           40       -96.1736996616
        3840    7     0.835294           12       -94.3821104434
        3840    8     0.941176           32       -94.9125390313
        3840    9     1.047059          -52       -96.1505372319
        3840   10     1.152941           20       -88.5382398997
        3840   11     1.258824          -12       -88.5904840060
        3840   12     1.364706           28       -84.8684328394
        3840   13     1.470588           -8       -89.6917736641
        3840   14     1.576471           16       -87.3229007456
        3840   15     1.682353           -8       -74.6223121230
        3840   16     1.788235          -36       -73.4814814607
        3840   17     1.894118           -2       -70.4618249355
        3840   18     2.000000            0       -77.4819901008
        3850    1     0.200000          -64      -100.4225679565
        3850    2     0.305882           58       -99.2406008391
        3850    3     0.411765           38       -97.5892241368
        3850    4     0.517647          -48       -99.8585558769
        3850    5     0.623529            0       -95.9482146565
        3850    6     0.729412          -50       -91.1793834932
        3850    7     0.835294           20       -94.3200600554
        3850    8     0.941176           16       -89.0176285471
        3850    9     1.047059           20       -95.2072518380
        3850   10     1.152941            2       -90.1306646374
        3850   11     1.258824          -10       -95.7464389973
        3850   12     1.364706            8       -89.0194245177
        3850   13     1.470588           18       -80.7758679379
        3850   14     1.576471           -4       -87.7975512980
        3850   15     1.682353           30       -81.3598127751
        3850   16     1.788235           -6       -77.1117027066
        3850   17     1.894118            2       -71.8950958892
        3850   18     2.000000          -18       -84.2151381859
        3860    1     0.200000          -62      -100.2517747576
        3860    2     0.305882           58      -100.0804142745
        3860    3     0.411765           42       -97.1810254910
        3860    4     0.517647           52       -98.1754470120
        3860    5     0.623529            0       -97.1680922140
        3860    6     0.729412          -20       -96.2397362862
        3860    7     0.835294           34       -96.1199290845
        3860    8     0.941176           16       -96.6702015846
        3860    9     1.047059            8       -91.0300276929
        3860   10     1.152941            2       -89.9196599716
        3860   11     1.258824          -18       -88.3518438006
        3860   12     1.364706           30       -89.9944912573
        3860   13     1.470588           26       -87.0895600414
        3860   14     1.576471           -4       -80.0445015911
        3860   15     1.682353           18       -79.0189521226
        3860   16     1.788235           18       -68.3455210262
        3860   17     1.894118            0       -79.9666153854
        3860   18     2.000000          -18       -70.7102095353
        3870    1     0.200000          -60      -100.1130059407
        3870    2     0.305882           58      -100.0804142745
        3870    3     0.411765           52       -98.5362070655
        3870    4     0.517647           42       -97.0532811391
        3870    5     0.623529          -20       -97.7283326338
        3870    6     0.729412          -34       -94.3967312075
        3870    7     0.835294          -30       -97.4649910445
        3870    8     0.941176          -20       -96.8127483352
        3870    9     1.047059          -42       -92.1115487259
        3870   10     1.152941           18       -91.2740727909
        3870   11     1.258824           40       -91.9378111487
        3870   12     1.364706           -2       -79.8086241848
        3870   13     1.470588            6       -82.8719371637
        3870   14     1.576471           18       -79.6463574929
        3870   15     1.682353           20       -83.6712925291
        3870   16     1.788235          -30       -78.3172215108
        3870   17     1.894118           -6       -71.3834958958
        3870   18     2.000000            0       -71.0982650990
        3880    1     0.200000          -64      -100.4225679565
        3880    2     0.305882           56       -99.6124373588
        3880    3     0.411765           54       -99.3128823009
        3880    4     0.517647          -34       -97.6378407756
        3880    5     0.623529            6       -95.9266451345
        3880    6     0.729412          -26       -97.5212280320
        3880    7     0.835294          -22       -94.0463255006
        3880    8     0.941176           28       -95.4799657138
        3880    9     1.047059           32       -90.6677603045
        3880   10     1.152941           16       -82.4990079165
        3880   11     1.258824           20       -92.6367905416
        3880   12     1.364706          -32       -91.9361483517
        3880   13     1.470588           10       -85.6336034976
        3880   14     1.576471            8       -74.5337818842
        3880   15     1.682353            2       -85.7000976069
        3880   16     1.788235           -8       -77.4042981714
        3880   17     1.894118           -6       -75.8617783729
        3880   18     2.000000          -10       -72.5604616404
        3890    1     0.200000           54      -100.0160333450
        3890    2     0.305882          -64      -100.4225679565
        3890    3     0.411765           52       -99.2197857623
        3890    4     0.517647          -46       -98.1607808572
        3890    5     0.623529          -16       -97.5417980199
        3890    6     0.729412            4       -94.6757989858
        3890    7     0.835294          -44       -96.9052744777
        3890    8     0.941176          -12       -91.4476928670
        3890    9     1.047059           50       -90.7484480988
        3890   10     1.152941           18       -93.5983026155
        3890   11     1.258824          -28       -90.9834373124
        3890   12     1.364706           10       -86.3675204953
        3890   13     1.470588           18       -80.5488190964
        3890   14     1.576471           10       -80.8263492675
        3890   15     1.682353          -22       -80.7643926661
        3890   16     1.788235            0       -76.6754368637
        3890   17     1.894118           40       -82.8620767981
        3890   18     2.000000           -4       -65.9520499865
        3900    1     0.200000           64      -100.0798469904
        3900    2     0.305882           50      -100.3265327926
        3900    3     0.411765          -62       -99.9545910408
        3900    4     0.517647           48       -98.8284402723
        3900    5     0.623529           14       -96.1138185513
        3900    6     0.729412          -32       -96.4353508153
        3900    7     0.835294            2       -94.5004249035
        3900    8     0.941176           56       -92.7412494977
        3900    9     1.047059           -4       -92.1116526089
        3900   10     1.152941          -20       -90.6161176658
        3900   11     1.258824           18       -88.5037039512
        3900   12     1.364706           14       -87.4849278841
        3900   13     1.470588           -4       -76.9465961439
        3900   14     1.576471          -10       -81.7032757719
        3900   15     1.682353           -2       -80.6580728925
        3900   16     1.788235           16       -80.0526194990
        3900   17     1.894118           -6       -67.6506145261
        3900   18     2.000000           38       -81.1273500281
        3910    1     0.200000           50      -100.3265327926
        3910    2     0.305882           62       -99.6156082474
        3910    3     0.411765           48       -99.1218858164
        3910    4     0.517647          -56       -98.8314626233
        3910    5     0.623529          -32       -98.0007948163
        3910    6     0.729412           16       -95.5249361608
        3910    7     0.835294           48       -94.2921844627
        3910    8     0.941176            4       -91.6814071818
        3910    9     1.047059          -18       -88.6068564132
        3910   10     1.152941            6       -92.8709366912
        3910   11     1.258824           46       -94.3897198013
        3910   12     1.364706           36       -93.9212077950
        3910   13     1.470588            2       -80.9191638006
        3910   14     1.576471            8       -78.8542042813
        3910   15     1.682353            8       -68.2067253799
        3910   16     1.788235           30       -75.8388131064
        3910   17     1.894118            6       -72.2633095224
        3910   18     2.000000           32       -77.9534964815
        3920    1     0.200000           50      -100.3265327926
        3920    2     0.305882           62       -99.8446728620
        3920    3     0.411765           52       -97.2351243176
        3920    4     0.517647           30       -99.0285292756
        3920    5     0.623529           60       -97.8676395774
        3920    6     0.729412          -32       -95.6453178754
        3920    7     0.835294          -14       -95.0638564219
        3920    8     0.941176           -6       -91.7374230404
        3920    9     1.047059            6       -93.9172749338
        3920   10     1.152941          -10       -84.4393512376
        3920   11     1.258824          -34       -91.5131872537
        3920   12     1.364706          -30       -83.5036174783
        3920   13     1.470588           14       -82.9401944292
        3920   14     1.576471           26       -78.9683422270
        3920   15     1.682353           28       -80.7973840026
        3920   16     1.788235           18       -83.2979375348
        3920   17     1.894118           22       -75.8241199951
        3920   18     2.000000           10       -74.4095699690
        3930    1     0.200000           50      -100.3265327926
        3930    2     0.305882           62       -99.0621596800
        3930    3     0.411765           32       -99.6263820351
        3930    4     0.517647           48       -99.1218858164
        3930    5     0.623529           32       -97.8091421736
        3930    6     0.729412          -14       -98.5972528195
        3930    7     0.835294           -4       -98.0203831295
        3930    8     0.941176           16       -89.4686831985
        3930    9     1.047059          -10       -96.8537922864
        3930   10     1.152941            2       -86.1304240581
        3930   11     1.258824            2       -90.6306481488
        3930   12     1.364706          -26       -77.2239715886
        3930   13     1.470588           32       -77.6174370261
        3930   14     1.576471            8       -72.5810419274
        3930   15     1.682353           26       -82.3410980628
        3930   16     1.788235           22       -72.8942032852
        3930   17     1.894118           32       -79.9748374261
        3930   18     2.000000           28       -81.3630225422
        3940    1     0.200000           52      -100.1557395936
        3940    2     0.305882          -62      -100.2517747576
        3940    3     0.411765          -28       -99.1615760079
        3940    4     0.517647           32       -97.7241354017
        3940    5     0.623529           50       -98.8465257071
        3940    6     0.729412           12       -96.9572945383
        3940    7     0.835294          -18       -97.0077016846
        3940    8     0.941176           -4       -92.1149573800
        3940    9     1.047059           14       -94.5099666009
        3940   10     1.152941           -8       -91.0627203652
        3940   11     1.258824           10       -86.3562223225
        3940   12     1.364706           18       -89.6225430338
        3940   13     1.470588          -12       -84.6853354991
        3940   14     1.576471          -24       -76.8105968779
        3940   15     1.682353          -12       -63.2808206507
        3940   16     1.788235           28       -74.2644959909
        3940   17     1.894118          -18       -80.8109663593
        3940   18     2.000000           20       -83.0888122340
        3950    1     0.200000          -64      -100.0809815586
        3950    2     0.305882           50      -100.3265327926
        3950    3     0.411765           28       -97.8445702404
        3950    4     0.517647          -28       -98.3882376828
        3950    5     0.623529           58       -99.0062589104
        3950    6     0.729412            6       -97.9097321433
        3950    7     0.835294           -8       -96.4885395430
        3950    8     0.941176            6       -89.9224716175
        3950    9     1.047059          -10       -85.7395185573
        3950   10     1.152941           14       -91.2846188861
        3950   11     1.258824           24       -85.4965954593
        3950   12     1.364706           22       -87.2651944082
        3950   13     1.470588          -28       -84.8507038761
        3950   14     1.576471          -26       -78.3535222677
        3950   15     1.682353            4       -79.7930119913
        3950   16     1.788235          -22       -76.1704040207
        3950   17     1.894118           36       -82.2894629694
        3950   18     2.000000          -20       -79.5096107147
        3960    1     0.200000          -64      -100.4225679565
        3960    2     0.305882          -32       -98.4627609087
        3960    3     0.411765          -56       -98.7865213463
        3960    4     0.517647           54       -99.7064713292
        3960    5     0.623529          -34       -98.0871295127
        3960    6     0.729412          -34       -94.5606977236
