# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          466          500    0.93200          471          500    0.94200
   2    0.27826    0.35652          452          500    0.90400          458          500    0.91600
   3    0.35652    0.43478          434          500    0.86800          446          500    0.89200
   4    0.43478    0.51304          420          500    0.84000          432          500    0.86400
   5    0.51304    0.59130          410          500    0.82000          431          500    0.86200
   6    0.59130    0.66957          416          500    0.83200          426          500    0.85200
   7    0.66957    0.74783          400          500    0.80000          405          500    0.81000
   8    0.74783    0.82609          398          500    0.79600          381          500    0.76200
   9    0.82609    0.90435          393          500    0.78600          399          500    0.79800
  10    0.90435    0.98261          412          500    0.82400          387          500    0.77400
  11    0.98261    1.06087          380          500    0.76000          391          500    0.78200
  12    1.06087    1.13913          409          500    0.81800          400          500    0.80000
  13    1.13913    1.21739          397          500    0.79400          393          500    0.78600
  14    1.21739    1.29565          430          500    0.86000          406          500    0.81200
  15    1.29565    1.37391          424          500    0.84800          412          500    0.82400
  16    1.37391    1.45217          425          500    0.85000          439          500    0.87800
  17    1.45217    1.53043          437          500    0.87400          449          500    0.89800
  18    1.53043    1.60870          436          500    0.87200          435          500    0.87000
  19    1.60870    1.68696          437          500    0.87400          439          500    0.87800
  20    1.68696    1.76522          448          500    0.89600          427          500    0.85400
  21    1.76522    1.84348          442          500    0.88400          453          500    0.90600
  22    1.84348    1.92174          439          500    0.87800          442          500    0.88400
  23    1.92174    2.00000          440          500    0.88000          442          500    0.88400
