# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          381          500    0.76200          384          500    0.76800
   2    0.27826    0.35652          374          500    0.74800          413          500    0.82600
   3    0.35652    0.43478          410          500    0.82000          393          500    0.78600
   4    0.43478    0.51304          406          500    0.81200          403          500    0.80600
   5    0.51304    0.59130          420          500    0.84000          405          500    0.81000
   6    0.59130    0.66957          410          500    0.82000          411          500    0.82200
   7    0.66957    0.74783          417          500    0.83400          423          500    0.84600
   8    0.74783    0.82609          438          500    0.87600          413          500    0.82600
   9    0.82609    0.90435          412          500    0.82400          411          500    0.82200
  10    0.90435    0.98261          418          500    0.83600          422          500    0.84400
  11    0.98261    1.06087          423          500    0.84600          411          500    0.82200
  12    1.06087    1.13913          415          500    0.83000          416          500    0.83200
  13    1.13913    1.21739          418          500    0.83600          418          500    0.83600
  14    1.21739    1.29565          414          500    0.82800          435          500    0.87000
  15    1.29565    1.37391          439          500    0.87800          447          500    0.89400
  16    1.37391    1.45217          433          500    0.86600          423          500    0.84600
  17    1.45217    1.53043          418          500    0.83600          444          500    0.88800
  18    1.53043    1.60870          435          500    0.87000          428          500    0.85600
  19    1.60870    1.68696          437          500    0.87400          439          500    0.87800
  20    1.68696    1.76522          441          500    0.88200          435          500    0.87000
  21    1.76522    1.84348          456          500    0.91200          439          500    0.87800
  22    1.84348    1.92174          442          500    0.88400          439          500    0.87800
  23    1.92174    2.00000          451          500    0.90200          449          500    0.89800
