# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          397          500    0.79400          397          500    0.79400
   2    0.27826    0.35652          406          500    0.81200          408          500    0.81600
   3    0.35652    0.43478          421          500    0.84200          423          500    0.84600
   4    0.43478    0.51304          414          500    0.82800          433          500    0.86600
   5    0.51304    0.59130          428          500    0.85600          433          500    0.86600
   6    0.59130    0.66957          423          500    0.84600          428          500    0.85600
   7    0.66957    0.74783          426          500    0.85200          445          500    0.89000
   8    0.74783    0.82609          415          500    0.83000          407          500    0.81400
   9    0.82609    0.90435          433          500    0.86600          422          500    0.84400
  10    0.90435    0.98261          422          500    0.84400          414          500    0.82800
  11    0.98261    1.06087          415          500    0.83000          428          500    0.85600
  12    1.06087    1.13913          404          500    0.80800          414          500    0.82800
  13    1.13913    1.21739          401          500    0.80200          409          500    0.81800
  14    1.21739    1.29565          424          500    0.84800          423          500    0.84600
  15    1.29565    1.37391          419          500    0.83800          406          500    0.81200
  16    1.37391    1.45217          420          500    0.84000          411          500    0.82200
  17    1.45217    1.53043          419          500    0.83800          425          500    0.85000
  18    1.53043    1.60870          434          500    0.86800          417          500    0.83400
  19    1.60870    1.68696          431          500    0.86200          427          500    0.85400
  20    1.68696    1.76522          412          500    0.82400          436          500    0.87200
  21    1.76522    1.84348          430          500    0.86000          440          500    0.88000
  22    1.84348    1.92174          440          500    0.88000          452          500    0.90400
  23    1.92174    2.00000          432          500    0.86400          447          500    0.89400
