# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          427          500    0.85400          418          500    0.83600
   2    0.27826    0.35652          412          500    0.82400          413          500    0.82600
   3    0.35652    0.43478          428          500    0.85600          405          500    0.81000
   4    0.43478    0.51304          434          500    0.86800          418          500    0.83600
   5    0.51304    0.59130          424          500    0.84800          443          500    0.88600
   6    0.59130    0.66957          415          500    0.83000          419          500    0.83800
   7    0.66957    0.74783          427          500    0.85400          438          500    0.87600
   8    0.74783    0.82609          407          500    0.81400          414          500    0.82800
   9    0.82609    0.90435          405          500    0.81000          405          500    0.81000
  10    0.90435    0.98261          418          500    0.83600          408          500    0.81600
  11    0.98261    1.06087          416          500    0.83200          409          500    0.81800
  12    1.06087    1.13913          406          500    0.81200          419          500    0.83800
  13    1.13913    1.21739          417          500    0.83400          409          500    0.81800
  14    1.21739    1.29565          424          500    0.84800          421          500    0.84200
  15    1.29565    1.37391          419          500    0.83800          423          500    0.84600
  16    1.37391    1.45217          428          500    0.85600          422          500    0.84400
  17    1.45217    1.53043          423          500    0.84600          425          500    0.85000
  18    1.53043    1.60870          446          500    0.89200          429          500    0.85800
  19    1.60870    1.68696          422          500    0.84400          425          500    0.85000
  20    1.68696    1.76522          438          500    0.87600          432          500    0.86400
  21    1.76522    1.84348          427          500    0.85400          437          500    0.87400
  22    1.84348    1.92174          458          500    0.91600          455          500    0.91000
  23    1.92174    2.00000          447          500    0.89400          450          500    0.90000
