# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          373          500    0.74600          374          500    0.74800
   2    0.27826    0.35652          378          500    0.75600          377          500    0.75400
   3    0.35652    0.43478          416          500    0.83200          398          500    0.79600
   4    0.43478    0.51304          394          500    0.78800          417          500    0.83400
   5    0.51304    0.59130          411          500    0.82200          399          500    0.79800
   6    0.59130    0.66957          397          500    0.79400          413          500    0.82600
   7    0.66957    0.74783          411          500    0.82200          417          500    0.83400
   8    0.74783    0.82609          407          500    0.81400          407          500    0.81400
   9    0.82609    0.90435          426          500    0.85200          436          500    0.87200
  10    0.90435    0.98261          416          500    0.83200          416          500    0.83200
  11    0.98261    1.06087          426          500    0.85200          412          500    0.82400
  12    1.06087    1.13913          407          500    0.81400          424          500    0.84800
  13    1.13913    1.21739          429          500    0.85800          431          500    0.86200
  14    1.21739    1.29565          421          500    0.84200          432          500    0.86400
  15    1.29565    1.37391          419          500    0.83800          425          500    0.85000
  16    1.37391    1.45217          431          500    0.86200          437          500    0.87400
  17    1.45217    1.53043          439          500    0.87800          427          500    0.85400
  18    1.53043    1.60870          429          500    0.85800          447          500    0.89400
  19    1.60870    1.68696          423          500    0.84600          429          500    0.85800
  20    1.68696    1.76522          439          500    0.87800          435          500    0.87000
  21    1.76522    1.84348          440          500    0.88000          459          500    0.91800
  22    1.84348    1.92174          448          500    0.89600          448          500    0.89600
  23    1.92174    2.00000          430          500    0.86000          443          500    0.88600
