# pair Tk Tk+1 accA attA rateA accB attB rateB
   1    0.20000    0.27826          389          500    0.77800          400          500    0.80000
   2    0.27826    0.35652          399          500    0.79800          411          500    0.82200
   3    0.35652    0.43478          398          500    0.79600          407          500    0.81400
   4    0.43478    0.51304          404          500    0.80800          376          500    0.75200
   5    0.51304    0.59130          404          500    0.80800          396          500    0.79200
   6    0.59130    0.66957          366          500    0.73200          375          500    0.75000
   7    0.66957    0.74783          377          500    0.75400          384          500    0.76800
   8    0.74783    0.82609          384          500    0.76800          406          500    0.81200
   9    0.82609    0.90435          405          500    0.81000          399          500    0.79800
  10    0.90435    0.98261          408          500    0.81600          388          500    0.77600
  11    0.98261    1.06087          400          500    0.80000          418          500    0.83600
  12    1.06087    1.13913          423          500    0.84600          402          500    0.80400
  13    1.13913    1.21739          431          500    0.86200          424          500    0.84800
  14    1.21739    1.29565          417          500    0.83400          427          500    0.85400
  15    1.29565    1.37391          428          500    0.85600          424          500    0.84800
  16    1.37391    1.45217          434          500    0.86800          422          500    0.84400
  17    1.45217    1.53043          429          500    0.85800          439          500    0.87800
  18    1.53043    1.60870          438          500    0.87600          427          500    0.85400
  19    1.60870    1.68696          430          500    0.86000          422          500    0.84400
  20    1.68696    1.76522          440          500    0.88000          432          500    0.86400
  21    1.76522    1.84348          447          500    0.89400          446          500    0.89200
  22    1.84348    1.92174          447          500    0.89400          444          500    0.88800
  23    1.92174    2.00000          452          500    0.90400          445          500    0.89000
